latitude,longitude,methane_ppm,pressure_hpa,distance_to_nearest_field_km,non_oil_methane_contribution,true_probability,label
-3.4287360820394497,-42.36323957891305,1.993128622388809,1014.6561925129025,104.38140210804512,0.018622105467263388,0.20289541724869634,0
-16.664301629793933,-40.73763983701413,1.9045172500350922,1013.1977505825389,372.36118737615817,0.004924984089065906,0.008133350667379009,0
-0.08538216350039107,-28.336613575064035,2.1057955757842164,1013.1975152203813,1036.1674348694696,0.2371085788831162,0.013822980477771007,0
-6.453962852155126,-48.147730014204036,1.9465453285311252,1012.5289967138061,764.9318094448967,0.026713177715225227,0.010761430067408474,0
-30.279994758437844,-47.54367520418313,1.9556754167462418,1012.4267361934226,681.6657276673649,0.00604076416502611,0.008831306235000228,0
4.537082889651856,-40.42185249109036,2.1180264467634635,1012.7346212429596,815.8437318675176,0.242147944600714,0.011906534480862827,0
-3.9349817713810573,-46.276639596935546,2.076870603315045,1013.4263358006689,448.6061716585965,0.22455696692761795,0.009712031100858987,0
-2.950459941560325,-34.93373646589143,1.9280438380483649,1014.5277836873466,237.7486100637651,0.011733353763019018,0.03046323664313447,0
-28.93951150931594,-42.06509428905454,1.9183339403070891,1012.4419562717497,425.98750897455614,0.0070789084688775315,0.013621168530584407,0
-16.209755453125098,-31.383435779651734,1.8967561795341887,1013.6238535477505,840.3227300771861,0.0013324531783328398,0.008351716358747291,0
-19.35347804281304,-33.530567915770604,1.882678111193427,1013.3299667202325,627.3343039105795,0.01839369105596967,0.011340359400242177,0
2.607217059519769,-39.642250518829734,2.0783199764984723,1012.5633266336579,650.7039574408902,0.14502592612818116,0.005867150519088201,0
-8.56732775681375,-31.410453385672554,1.9460352258724083,1013.2498727355327,598.0288914463033,0.0356331002153185,0.009675176516342905,0
-1.5009162758022185,-47.78198541040577,1.966480833826199,1013.1057759550359,597.3849412050043,0.01208638631366537,0.014801213320137086,0
-16.48513914632042,-37.21582189890498,1.952912489251568,1013.2510538688264,343.58713779957804,0.018842034476222725,0.019095518242603405,0
-25.024070489501312,-36.68707473018411,1.8944794766083943,1013.4148721293788,457.3276357354035,0.018501041283354575,0.010168793310604126,0
-12.093900912874524,-44.58753549574446,1.9167794423435638,1013.9118292147409,655.209460520674,0.002179251448596521,0.01125012356852012,0
-31.479218383885076,-48.908330817213866,1.9362150870060812,1013.3543873796549,866.859286398163,0.018281001036654778,0.011513551676451367,0
-1.3085687062930091,-38.225622825804166,2.0384776308968378,1013.5506787867735,212.5153480647451,0.06483833737534807,0.032447470682822256,0
-9.049256234678438,-38.699104909683285,1.9165363986227344,1012.9432999062285,289.9830781269161,0.02436204910422245,0.012372172887034604,0
-4.055534266627735,-35.62054129428917,1.935628139967903,1014.0445605479689,130.97153970443352,0.004914883551967073,0.11620815218453155,0
-19.9962242588702,-45.31556769960524,1.9021404487183995,1013.1577339231173,575.0749136615361,0.0007974407027636785,0.012046799079592283,0
4.3425719635986795,-46.04784604135916,2.1621812658888624,1012.8609220739226,856.9210514124317,0.26800798819874905,0.011772197472707059,0
1.2782842922268074,-28.48585043417492,2.1277714981275313,1013.4071026973381,1094.563371645953,0.23440261545789526,0.011898995508493713,0
-3.2538518655864053,-47.49885310373935,1.9362639475015213,1013.8990537961704,561.4349991085518,0.025855643985417696,0.011238559125440731,0
-26.31177103984728,-28.013011107531128,1.8176494575382645,1012.259195956464,1300.7276959531487,0.001823858335838492,0.01451833348999757,0
-15.56452035278215,-34.16051096864675,1.8959839212672092,1012.7375171044358,536.1968851749617,0.029429370429727403,0.009050020257409499,0
-32.269751251404465,-36.1549107571742,1.907505839774206,1013.8677106719314,1030.6405785239663,0.0037312673547112195,0.00851734103004013,0
-27.90556506333186,-42.5247630993085,1.9198610875911342,1013.2505577927341,304.53491388794544,0.014537819159412088,0.013226420401245852,0
-7.0195663469230425,-30.90833173652587,1.9644320830747666,1013.6028596342558,654.0661188570027,0.004219192225735377,0.018237902633804585,0
-4.581894841641223,-29.97864452961541,1.9015934491239006,1012.5051402232453,724.8427051062325,0.001197559452376505,0.01578117882360528,0
4.216634431151299,-34.11855200013634,1.9794457513300663,1013.2268891399597,957.6667265232232,0.12009302500864777,0.0093800421959698,0
-21.129898353543,-34.38245125809124,1.9016142418000634,1012.8886757742893,553.2225580160347,0.022081734827816116,0.010593424585399164,0
-19.36684161162268,-39.150598077488034,2.1085160130933613,1015.1705508937047,60.49575102655959,0.014428563548836471,0.5704120418176388,1
-15.452545454605588,-48.28763296206766,1.8961719139288173,1012.8430097921467,1037.080401782569,0.00375624231482543,0.011890819670422803,0
-26.515881316170713,-28.021361031018852,1.8661581707442096,1013.8183384801652,1306.8322712838503,0.02715658696518206,0.010057290559277232,0
-28.86810053924887,-49.6577816129838,1.938620622027217,1012.762929767883,727.1670962523631,0.018580231150232253,0.009639813623743611,0
-15.209655414075616,-39.10125721351519,1.985295425246443,1014.3780600646119,160.0660883971065,0.00357295301220212,0.046997006422212356,0
-25.037080712490077,-41.92304512086709,1.9882125599187426,1014.367296131927,109.92977367404853,0.002845201250593888,0.15764776425628926,0
-7.542347210040841,-32.92508810881509,1.908326092485221,1013.9278858715819,479.40489389364944,0.02389323060429258,0.015989353463770343,0
-16.732499204542936,-33.81283199621051,1.9275264413390858,1013.3269359943483,626.4514116898346,0.0018504536809883444,0.009981442148562916,0
-1.1092112557154223,-36.18290643565145,1.8463687494908785,1012.496450480494,328.66757092504065,0.0003976844752036037,0.014451023839409062,0
-6.339528470911159,-48.35575206230779,1.9319512364217366,1013.070925951737,776.8938142675624,0.009209539190363731,0.013977109201868522,0
-21.661517665409377,-44.7893121496985,1.9050174495570478,1012.9923459031281,401.1468588797723,0.001466904105316994,0.009905436386659978,0
-1.1257378448895565,-47.92851454370911,1.959935826469572,1013.3258201961654,622.3582795931685,0.033267942652237086,0.01158227842819619,0
-2.211807878876325,-28.46252004224905,1.9178458765591604,1013.0930166372768,946.797850294884,0.05177706826749345,0.01309739562692877,0
-18.69460402830811,-47.18877629264986,1.8985963532340282,1012.2488189170045,802.1380588301361,0.0003190858391755039,0.012875888437804895,0
-22.611039894755358,-28.72176006501668,1.9308864086469215,1012.8359893612736,1159.8674255780745,0.001683874484386053,0.015907516878383147,0
-7.0414275929884695,-47.52033220625228,1.9186299325417768,1012.7796118671072,751.2077238829312,0.002122278996888735,0.012537468566110592,0
-28.479776897432263,-31.030932429291582,1.8482261555248471,1013.0014729617744,1136.9095536933721,0.023048262677525327,0.011139994745457816,0
